"voice","displayText","expectedText","transcript","similarity","semanticIssue","staticIssues","transcriptionError","bytes","durationSeconds","lessons","relativePath"
"cedar","lay down","lay down","","","","","","25728","1.608","","public/audio/tts/library/cedar/lay-down-85c37b7f19edef04.mp3"
"marin","lay off","lay off","","","","","","18432","1.152","","public/audio/tts/library/marin/lay-off-11f3a7a85dc4ed6e.mp3"
"cedar","lay off","lay off","","","","","","24960","1.56","","public/audio/tts/library/cedar/lay-off-11f3a7a85dc4ed6e.mp3"
"marin","lay on","lay on","","","","","","18432","1.152","","public/audio/tts/library/marin/lay-on-891f3bce254d4583.mp3"
"cedar","lay on","lay on","","","","","","38400","2.4","","public/audio/tts/library/cedar/lay-on-891f3bce254d4583.mp3"
"marin","lay oneself out for","lay oneself out for","","","","","","25728","1.608","","public/audio/tts/library/marin/lay-oneself-out-for-53177a3fe7f5cca4.mp3"
"cedar","lay oneself out for","lay oneself out for","","","","","","25728","1.608","","public/audio/tts/library/cedar/lay-oneself-out-for-53177a3fe7f5cca4.mp3"
"marin","lay out","lay out","","","","","","18432","1.152","","public/audio/tts/library/marin/lay-out-d2b8621f5a0c21a0.mp3"
"cedar","lay out","lay out","","","","","","24192","1.512","","public/audio/tts/library/cedar/lay-out-d2b8621f5a0c21a0.mp3"
"marin","lay over","lay over","","","","","","17664","1.104","","public/audio/tts/library/marin/lay-over-994275931e898a86.mp3"
"cedar","lay over","lay over","","","","","","21888","1.368","","public/audio/tts/library/cedar/lay-over-994275931e898a86.mp3"
"marin","lay up","lay up","","","","","","21120","1.32","","public/audio/tts/library/marin/lay-up-18096331555fe350.mp3"
"cedar","lay up","lay up","","","","","","19968","1.248","","public/audio/tts/library/cedar/lay-up-18096331555fe350.mp3"
"marin","lazy","lazy","","","","","","13824","0.864","13","public/audio/tts/library/marin/lazy-853ab7e7a4d88a59.mp3"
"cedar","lazy","lazy","","","","","","21888","1.368","13","public/audio/tts/library/cedar/lazy-853ab7e7a4d88a59.mp3"
"marin","lead","lead","","","","","","22656","1.416","7","public/audio/tts/library/marin/lead-90a07ad828f7b901.mp3"
"cedar","lead","lead","","","","","","17664","1.104","7","public/audio/tts/library/cedar/lead-90a07ad828f7b901.mp3"
"marin","lead to","lead to","","","","","","21120","1.32","","public/audio/tts/library/marin/lead-to-5d3830a9b90f96fa.mp3"
"cedar","lead to","lead to","","","","","","25728","1.608","","public/audio/tts/library/cedar/lead-to-5d3830a9b90f96fa.mp3"
"marin","leader","leader","","","","","","13824","0.864","63","public/audio/tts/library/marin/leader-2d6e3ead17e5ee15.mp3"
"cedar","leader","leader","","","","","","27264","1.704","63","public/audio/tts/library/cedar/leader-2d6e3ead17e5ee15.mp3"
"marin","leaf","leaf","","","","","","19200","1.2","113","public/audio/tts/library/marin/leaf-26d0bac9f0c7a35b.mp3"
"cedar","leaf","leaf","","","","","","19200","1.2","113","public/audio/tts/library/cedar/leaf-26d0bac9f0c7a35b.mp3"
"marin","learn","learn","","","","","","17664","1.104","75|82","public/audio/tts/library/marin/learn-8b8280eab7be8c10.mp3"
"cedar","learn","learn","","","","","","21888","1.368","75|82","public/audio/tts/library/cedar/learn-8b8280eab7be8c10.mp3"
"marin","learn from...","learn from","","","","","","28800","1.8","","public/audio/tts/library/marin/learn-from-028abb5b21a92978.mp3"
"cedar","learn from...","learn from","","","","","","28032","1.752","","public/audio/tts/library/cedar/learn-from-028abb5b21a92978.mp3"
"marin","least","least","","","","","","24960","1.56","119","public/audio/tts/library/marin/least-521280507025f264.mp3"
"cedar","least","least","","","","","","16128","1.008","119","public/audio/tts/library/cedar/least-521280507025f264.mp3"
"marin","leave","leave","","","","","","18432","1.152","114","public/audio/tts/library/marin/leave-75491c7fc23cc4d9.mp3"
"cedar","leave","leave","","","","","","19968","1.248","114","public/audio/tts/library/cedar/leave-75491c7fc23cc4d9.mp3"
"marin","leave a message","leave a message","","","","","","33792","2.112","","public/audio/tts/library/marin/leave-a-message-85da5ada9ff153e3.mp3"
"cedar","leave a message","leave a message","","","","","","27264","1.704","","public/audio/tts/library/cedar/leave-a-message-85da5ada9ff153e3.mp3"
"marin","leave ... alone","leave alone","","","","","","24960","1.56","","public/audio/tts/library/marin/leave-alone-91d8442128a9ffc5.mp3"
"cedar","leave ... alone","leave alone","","","","","","29568","1.848","","public/audio/tts/library/cedar/leave-alone-91d8442128a9ffc5.mp3"
"marin","leave aside","leave aside","","","","","","25728","1.608","","public/audio/tts/library/marin/leave-aside-e5bf652f915d502d.mp3"
"cedar","leave aside","leave aside","","","","","","29568","1.848","","public/audio/tts/library/cedar/leave-aside-e5bf652f915d502d.mp3"
"marin","leave behind","leave behind","","","","","","21888","1.368","","public/audio/tts/library/marin/leave-behind-d9187d487e0950ea.mp3"
"cedar","leave behind","leave behind","","","","","","24960","1.56","","public/audio/tts/library/cedar/leave-behind-d9187d487e0950ea.mp3"
"marin","leave for","leave for","","","","","","26496","1.656","","public/audio/tts/library/marin/leave-for-6137bf0900a2b32c.mp3"
"cedar","leave for","leave for","","","","","","22656","1.416","","public/audio/tts/library/cedar/leave-for-6137bf0900a2b32c.mp3"
"marin","leave no stone unturned","leave no stone unturned","","","","","","46464","2.904","","public/audio/tts/library/marin/leave-no-stone-unturned-1f4c288c747804dd.mp3"
"cedar","leave no stone unturned","leave no stone unturned","","","","","","36096","2.256","","public/audio/tts/library/cedar/leave-no-stone-unturned-1f4c288c747804dd.mp3"
"marin","leave off","leave off","","","","","","23424","1.464","","public/audio/tts/library/marin/leave-off-b468f370e1345490.mp3"
"cedar","leave off","leave off","","","","","","24192","1.512","","public/audio/tts/library/cedar/leave-off-b468f370e1345490.mp3"
"marin","leave on","leave on","","","","","","24960","1.56","","public/audio/tts/library/marin/leave-on-f06cdafc5c2e6521.mp3"
"cedar","leave on","leave on","","","","","","28032","1.752","","public/audio/tts/library/cedar/leave-on-f06cdafc5c2e6521.mp3"
"marin","leave out","leave out","","","","","","21888","1.368","","public/audio/tts/library/marin/leave-out-1927a8400eeaef0c.mp3"
"cedar","leave out","leave out","","","","","","23424","1.464","","public/audio/tts/library/cedar/leave-out-1927a8400eeaef0c.mp3"
"marin","leave over","leave over","","","","","","27264","1.704","","public/audio/tts/library/marin/leave-over-6dae3aafa635c1ec.mp3"
"cedar","leave over","leave over","","","","","","26496","1.656","","public/audio/tts/library/cedar/leave-over-6dae3aafa635c1ec.mp3"
"marin","left","left","","","","","","14592","0.912","84","public/audio/tts/library/marin/left-14156f2c20b45bf6.mp3"
"cedar","left","left","","","","","","18432","1.152","84","public/audio/tts/library/cedar/left-14156f2c20b45bf6.mp3"
"marin","leg","leg","","","","","","21888","1.368","20","public/audio/tts/library/marin/leg-17143fdb62930723.mp3"
"cedar","leg","leg","","","","","","23424","1.464","20","public/audio/tts/library/cedar/leg-17143fdb62930723.mp3"
"marin","lemon","lemon","","","","","","14592","0.912","38","public/audio/tts/library/marin/lemon-1ebc4dca8f0d8680.mp3"
"cedar","lemon","lemon","","","","","","16128","1.008","38","public/audio/tts/library/cedar/lemon-1ebc4dca8f0d8680.mp3"
"marin","lend","lend","","","","","","16128","1.008","36","public/audio/tts/library/marin/lend-2038c47ede3220d8.mp3"
"cedar","lend","lend","","","","","","18432","1.152","36","public/audio/tts/library/cedar/lend-2038c47ede3220d8.mp3"
"marin","less","less","","","","","","15360","0.96","25","public/audio/tts/library/marin/less-29b52ea8f895e62b.mp3"
"cedar","less","less","","","","","","25728","1.608","25","public/audio/tts/library/cedar/less-29b52ea8f895e62b.mp3"
"marin","lesson","lesson","","","","","","16896","1.056","75","public/audio/tts/library/marin/lesson-293c5c4cd8b91ac9.mp3"
"cedar","lesson","lesson","","","","","","31488","1.968","75","public/audio/tts/library/cedar/lesson-293c5c4cd8b91ac9.mp3"
"marin","let","let","","","","","","19200","1.2","109","public/audio/tts/library/marin/let-65db3e4b19f75dbd.mp3"
"cedar","let","let","","","","","","19968","1.248","109","public/audio/tts/library/cedar/let-65db3e4b19f75dbd.mp3"
"marin","let alone","let alone","","","","","","28800","1.8","","public/audio/tts/library/marin/let-alone-b417d7fa63e7e2e2.mp3"
"cedar","let alone","let alone","","","","","","30720","1.92","","public/audio/tts/library/cedar/let-alone-b417d7fa63e7e2e2.mp3"
"marin","let down","let down","","","","","","25728","1.608","","public/audio/tts/library/marin/let-down-9a7101a71f0583ed.mp3"
"cedar","let down","let down","","","","","","37632","2.352","","public/audio/tts/library/cedar/let-down-9a7101a71f0583ed.mp3"
"marin","let drop a remark","let drop a remark","","","","","","32256","2.016","","public/audio/tts/library/marin/let-drop-a-remark-0d476127ece94ff7.mp3"
"cedar","let drop a remark","let drop a remark","","","","","","30720","1.92","","public/audio/tts/library/cedar/let-drop-a-remark-0d476127ece94ff7.mp3"
"marin","let fall","let fall","","","","","","23424","1.464","","public/audio/tts/library/marin/let-fall-0b3a91db04dd2c23.mp3"
"cedar","let fall","let fall","","","","","","28800","1.8","","public/audio/tts/library/cedar/let-fall-0b3a91db04dd2c23.mp3"
"marin","let go","let go","","","","","","15360","0.96","","public/audio/tts/library/marin/let-go-3ba2d65c2e930af2.mp3"
"cedar","let go","let go","","","","","","35328","2.208","","public/audio/tts/library/cedar/let-go-3ba2d65c2e930af2.mp3"
"marin","let go of...","let go of","","","","","","37632","2.352","","public/audio/tts/library/marin/let-go-of-6531986774759cd6.mp3"
"cedar","let go of...","let go of","","","","","","28032","1.752","","public/audio/tts/library/cedar/let-go-of-6531986774759cd6.mp3"
"marin","let in","let in","","","","","","27264","1.704","","public/audio/tts/library/marin/let-in-e249975c54616be2.mp3"
"cedar","let in","let in","","","","","","22656","1.416","","public/audio/tts/library/cedar/let-in-e249975c54616be2.mp3"
"marin","let into","let into","","","","","","25728","1.608","","public/audio/tts/library/marin/let-into-4566118c6dd12133.mp3"
"cedar","let into","let into","","","","","","19968","1.248","","public/audio/tts/library/cedar/let-into-4566118c6dd12133.mp3"
"marin","let off","let off","","","","","","21888","1.368","","public/audio/tts/library/marin/let-off-0edc941a4b634a4c.mp3"
"cedar","let off","let off","","","","","","28032","1.752","","public/audio/tts/library/cedar/let-off-0edc941a4b634a4c.mp3"
"marin","let on","let on","","","","","","19200","1.2","","public/audio/tts/library/marin/let-on-fd5e08f5dc4846a9.mp3"
"cedar","let on","let on","","","","","","30720","1.92","","public/audio/tts/library/cedar/let-on-fd5e08f5dc4846a9.mp3"
"marin","let out","let out","","","","","","19200","1.2","","public/audio/tts/library/marin/let-out-f081f77a8fa03799.mp3"
"cedar","let out","let out","","","","","","23424","1.464","","public/audio/tts/library/cedar/let-out-f081f77a8fa03799.mp3"
"marin","let up","let up","","","","","","19968","1.248","","public/audio/tts/library/marin/let-up-59c5be58307db3c1.mp3"
"cedar","let up","let up","","","","","","19968","1.248","","public/audio/tts/library/cedar/let-up-59c5be58307db3c1.mp3"
"marin","let up on","let up on","","","","","","23424","1.464","","public/audio/tts/library/marin/let-up-on-90b117b42082ded4.mp3"
"cedar","let up on","let up on","","","","","","26496","1.656","","public/audio/tts/library/cedar/let-up-on-90b117b42082ded4.mp3"
"marin","Let's go.","Let's go.","","","","","","24960","1.56","","public/audio/tts/library/marin/lets-go-03cfb7bfdd480ef9.mp3"
"cedar","Let's go.","Let's go.","","","","","","14592","0.912","","public/audio/tts/library/cedar/lets-go-03cfb7bfdd480ef9.mp3"
"marin","letter","letter","","","","","","12288","0.768","77","public/audio/tts/library/marin/letter-5f9f00f8c446e4bf.mp3"
"cedar","letter","letter","","","","","","13824","0.864","77","public/audio/tts/library/cedar/letter-5f9f00f8c446e4bf.mp3"
"marin","lettuce","lettuce","","","","","","24960","1.56","39","public/audio/tts/library/marin/lettuce-4e31d5723aafed26.mp3"
"cedar","lettuce","lettuce","","","","","","15360","0.96","39","public/audio/tts/library/cedar/lettuce-4e31d5723aafed26.mp3"
"marin","level","level","","","","","","15360","0.96","97","public/audio/tts/library/marin/level-1ee8d98a8c2f4131.mp3"
"cedar","level","level","","","","","","17664","1.104","97","public/audio/tts/library/cedar/level-1ee8d98a8c2f4131.mp3"
"marin","library","library","","","","","","25728","1.608","74","public/audio/tts/library/marin/library-b5e0dfe3c2b26956.mp3"
"cedar","library","library","","","","","","15360","0.96","74","public/audio/tts/library/cedar/library-b5e0dfe3c2b26956.mp3"
"marin","lick","lick","","","","","","24192","1.512","110","public/audio/tts/library/marin/lick-39a9808d4fb16a26.mp3"
"cedar","lick","lick","","","","","","19968","1.248","110","public/audio/tts/library/cedar/lick-39a9808d4fb16a26.mp3"
"marin","lid","lid","","","","","","12288","0.768","46","public/audio/tts/library/marin/lid-b09381e922e06428.mp3"
"cedar","lid","lid","","","","","","23424","1.464","46","public/audio/tts/library/cedar/lid-b09381e922e06428.mp3"
"marin","lie","lie","","","","","","21120","1.32","87","public/audio/tts/library/marin/lie-24b4d2157737e144.mp3"
"cedar","lie","lie","","","","","","19968","1.248","87","public/audio/tts/library/cedar/lie-24b4d2157737e144.mp3"
"marin","life","life","","","","","","22656","1.416","27","public/audio/tts/library/marin/life-b672b15e6b086a9b.mp3"
"cedar","life","life","","","","","","31488","1.968","27","public/audio/tts/library/cedar/life-b672b15e6b086a9b.mp3"
"marin","lift","lift","","","","","","16896","1.056","59","public/audio/tts/library/marin/lift-aa0dc1e125d9f431.mp3"
"cedar","lift","lift","","","","","","17664","1.104","59","public/audio/tts/library/cedar/lift-aa0dc1e125d9f431.mp3"
"marin","light","light","","","","","","21120","1.32","68","public/audio/tts/library/marin/light-00be490dace2ce95.mp3"
"cedar","light","light","","","","","","22656","1.416","68","public/audio/tts/library/cedar/light-00be490dace2ce95.mp3"
"marin","light up","light up","","","","","","19968","1.248","","public/audio/tts/library/marin/light-up-4041798a7a1b8226.mp3"
"cedar","light up","light up","","","","","","17664","1.104","","public/audio/tts/library/cedar/light-up-4041798a7a1b8226.mp3"
"marin","lightning","lightning","","","","","","23424","1.464","105","public/audio/tts/library/marin/lightning-ff5c62407a7685e6.mp3"
"cedar","lightning","lightning","","","","","","21888","1.368","105","public/audio/tts/library/cedar/lightning-ff5c62407a7685e6.mp3"
"marin","like","like","","","","","","15360","0.96","18|65|132","public/audio/tts/library/marin/like-172b36cab7a022ed.mp3"
"cedar","like","like","","","","","","12288","0.768","18|65|132","public/audio/tts/library/cedar/like-172b36cab7a022ed.mp3"
"marin","likely","likely","","","","","","17664","1.104","118","public/audio/tts/library/marin/likely-98c67b3831b680ec.mp3"
"cedar","likely","likely","","","","","","22656","1.416","118","public/audio/tts/library/cedar/likely-98c67b3831b680ec.mp3"
"marin","limit","limit","","","","","","21120","1.32","95","public/audio/tts/library/marin/limit-26cf4afeefce254d.mp3"
"cedar","limit","limit","","","","","","30720","1.92","95","public/audio/tts/library/cedar/limit-26cf4afeefce254d.mp3"
"marin","line","line","","","","","","23424","1.464","99","public/audio/tts/library/marin/line-c73b73af8851e9e9.mp3"
"cedar","line","line","","","","","","21888","1.368","99","public/audio/tts/library/cedar/line-c73b73af8851e9e9.mp3"
"marin","link","link","","","","","","22656","1.416","61","public/audio/tts/library/marin/link-cad2eabfd8aea39e.mp3"
"cedar","link","link","","","","","","19968","1.248","61","public/audio/tts/library/cedar/link-cad2eabfd8aea39e.mp3"
"marin","lion","lion","","","","","","33024","2.064","111","public/audio/tts/library/marin/lion-4f1c7bcec1b9120e.mp3"
"cedar","lion","lion","","","","","","17664","1.104","111","public/audio/tts/library/cedar/lion-4f1c7bcec1b9120e.mp3"
"marin","lip","lip","","","","","","15360","0.96","19","public/audio/tts/library/marin/lip-e29998d2eb3ea632.mp3"
"cedar","lip","lip","","","","","","13824","0.864","19","public/audio/tts/library/cedar/lip-e29998d2eb3ea632.mp3"
"marin","liquid","liquid","","","","","","19200","1.2","43","public/audio/tts/library/marin/liquid-ee93a250d2d9cce6.mp3"
"cedar","liquid","liquid","","","","","","19200","1.2","43","public/audio/tts/library/cedar/liquid-ee93a250d2d9cce6.mp3"
"marin","list","list","","","","","","16896","1.056","","public/audio/tts/library/marin/list-7fd09355f7901c0d.mp3"
"cedar","list","list","","","","","","16128","1.008","","public/audio/tts/library/cedar/list-7fd09355f7901c0d.mp3"
"marin","listen","listen","","","","","","16128","1.008","61","public/audio/tts/library/marin/listen-37f5c1a64cb7c3f8.mp3"
"cedar","listen","listen","","","","","","12288","0.768","61","public/audio/tts/library/cedar/listen-37f5c1a64cb7c3f8.mp3"
"marin","listen to music","listen to music","","","","","","40320","2.52","","public/audio/tts/library/marin/listen-to-music-88b90320e97dbeb1.mp3"
"cedar","listen to music","listen to music","","","","","","35328","2.208","","public/audio/tts/library/cedar/listen-to-music-88b90320e97dbeb1.mp3"
"marin","liter","liter","","","","","","13824","0.864","96","public/audio/tts/library/marin/liter-1aafe6e3fea58cb1.mp3"
"cedar","liter","liter","","","","","","14592","0.912","96","public/audio/tts/library/cedar/liter-1aafe6e3fea58cb1.mp3"
"marin","little","little","","","","","","17664","1.104","97|98|129","public/audio/tts/library/marin/little-5a50086464e4f7b2.mp3"
"cedar","little","little","","","","","","18432","1.152","97|98|129","public/audio/tts/library/cedar/little-5a50086464e4f7b2.mp3"
"marin","live","live","","","","","","24960","1.56","27","public/audio/tts/library/marin/live-8558cbf99ae5e3fc.mp3"
"cedar","live","live","","","","","","15360","0.96","27","public/audio/tts/library/cedar/live-8558cbf99ae5e3fc.mp3"
"marin","live on","live on","","","","","","25728","1.608","","public/audio/tts/library/marin/live-on-3c920813c7867a10.mp3"
"cedar","live on","live on","","","","","","24192","1.512","","public/audio/tts/library/cedar/live-on-3c920813c7867a10.mp3"
"marin","living room","living room","","","","","","26496","1.656","68","public/audio/tts/library/marin/living-room-6a95b31787bc9257.mp3"
"cedar","living room","living room","","","","","","24960","1.56","68","public/audio/tts/library/cedar/living-room-6a95b31787bc9257.mp3"
"marin","loaf","loaf","","","","","","31488","1.968","100","public/audio/tts/library/marin/loaf-f455832b604d189e.mp3"
"cedar","loaf","loaf","","","","","","23424","1.464","100","public/audio/tts/library/cedar/loaf-f455832b604d189e.mp3"
"marin","local","local","","","","","","12288","0.768","54","public/audio/tts/library/marin/local-efb83f2a277e9f49.mp3"
"cedar","local","local","","","","","","19200","1.2","54","public/audio/tts/library/cedar/local-efb83f2a277e9f49.mp3"
"marin","lock","lock","","","","","","16896","1.056","67","public/audio/tts/library/marin/lock-d8c9f2728aa278eb.mp3"
"cedar","lock","lock","","","","","","19200","1.2","67","public/audio/tts/library/cedar/lock-d8c9f2728aa278eb.mp3"
"marin","Locker","Locker","","","","","","16128","1.008","74","public/audio/tts/library/marin/locker-a71a40d5b854ef81.mp3"
"cedar","Locker","Locker","","","","","","21120","1.32","74","public/audio/tts/library/cedar/locker-a71a40d5b854ef81.mp3"
"marin","lonely","lonely","","","","","","18432","1.152","15","public/audio/tts/library/marin/lonely-a15c9fc4addf266a.mp3"
"cedar","lonely","lonely","","","","","","21120","1.32","15","public/audio/tts/library/cedar/lonely-a15c9fc4addf266a.mp3"
"marin","long","long","","","","","","16128","1.008","96","public/audio/tts/library/marin/long-bbdbb75b415ee9a4.mp3"
"cedar","long","long","","","","","","19968","1.248","96","public/audio/tts/library/cedar/long-bbdbb75b415ee9a4.mp3"
"marin","long face","long face","","","","","","28032","1.752","","public/audio/tts/library/marin/long-face-134bf2c58471ba17.mp3"
"cedar","long face","long face","","","","","","24960","1.56","","public/audio/tts/library/cedar/long-face-134bf2c58471ba17.mp3"
"marin","look","look","","","","","","19968","1.248","19","public/audio/tts/library/marin/look-1be6881a7c5813d7.mp3"
"cedar","look","look","","","","","","23424","1.464","19","public/audio/tts/library/cedar/look-1be6881a7c5813d7.mp3"
"marin","look about","look about","","","","","","27264","1.704","","public/audio/tts/library/marin/look-about-9c56fbd6c9cfe1f8.mp3"
"cedar","look about","look about","","","","","","25728","1.608","","public/audio/tts/library/cedar/look-about-9c56fbd6c9cfe1f8.mp3"
"marin","look after","look after","","","","","","26496","1.656","","public/audio/tts/library/marin/look-after-69aac6dff8229290.mp3"
"cedar","look after","look after","","","","","","26496","1.656","","public/audio/tts/library/cedar/look-after-69aac6dff8229290.mp3"
"marin","look around","look around","","","","","","21120","1.32","","public/audio/tts/library/marin/look-around-75801192b4e2ddd5.mp3"
"cedar","look around","look around","","","","","","22656","1.416","","public/audio/tts/library/cedar/look-around-75801192b4e2ddd5.mp3"
"marin","look as if ..","look as if","","","","","","24960","1.56","","public/audio/tts/library/marin/look-as-if-f28bf5ab544312cc.mp3"
"cedar","look as if ..","look as if","","","","","","36096","2.256","","public/audio/tts/library/cedar/look-as-if-f28bf5ab544312cc.mp3"
"marin","look at","look at","","","","","","16128","1.008","","public/audio/tts/library/marin/look-at-7282876d66d86633.mp3"
"cedar","look at","look at","","","","","","21120","1.32","","public/audio/tts/library/cedar/look-at-7282876d66d86633.mp3"
"marin","look back","look back","","","","","","24192","1.512","","public/audio/tts/library/marin/look-back-f93b8e559861f526.mp3"
"cedar","look back","look back","","","","","","21120","1.32","","public/audio/tts/library/cedar/look-back-f93b8e559861f526.mp3"
"marin","look down","look down","","","","","","22656","1.416","","public/audio/tts/library/marin/look-down-fef88e9c224ec1ec.mp3"
"cedar","look down","look down","","","","","","21120","1.32","","public/audio/tts/library/cedar/look-down-fef88e9c224ec1ec.mp3"
"marin","look down on","look down on","","","","","","27264","1.704","","public/audio/tts/library/marin/look-down-on-79325fba0b08ba6c.mp3"
"cedar","look down on","look down on","","","","","","25728","1.608","","public/audio/tts/library/cedar/look-down-on-79325fba0b08ba6c.mp3"
"marin","look down on / upon","look down on, or upon","","","","","","45696","2.856","","public/audio/tts/library/marin/look-down-on-upon-dc1bed14198528d7.mp3"
"cedar","look down on / upon","look down on, or upon","","","","","","37632","2.352","","public/audio/tts/library/cedar/look-down-on-upon-dc1bed14198528d7.mp3"
"marin","look for","look for","","","","","","21888","1.368","","public/audio/tts/library/marin/look-for-44db535cf30a9f25.mp3"
"cedar","look for","look for","","","","","","31488","1.968","","public/audio/tts/library/cedar/look-for-44db535cf30a9f25.mp3"
"marin","look for a job","look for a job","","","","","","37632","2.352","","public/audio/tts/library/marin/look-for-a-job-4d2fa4ed1ea1f15f.mp3"
"cedar","look for a job","look for a job","","","","","","30720","1.92","","public/audio/tts/library/cedar/look-for-a-job-4d2fa4ed1ea1f15f.mp3"
"marin","look forward to","look forward to","","","","","","24192","1.512","","public/audio/tts/library/marin/look-forward-to-04228d5000075f18.mp3"
"cedar","look forward to","look forward to","","","","","","34560","2.16","","public/audio/tts/library/cedar/look-forward-to-04228d5000075f18.mp3"
"marin","look in on人/at地方","look in on人, or at地方","","","","","","86400","5.4","","public/audio/tts/library/marin/look-in-on-at-f30a74dcc8d4fd3d.mp3"
"cedar","look in on人/at地方","look in on人, or at地方","","","","","","69120","4.32","","public/audio/tts/library/cedar/look-in-on-at-f30a74dcc8d4fd3d.mp3"
"marin","look into","look into","","","","","","21120","1.32","","public/audio/tts/library/marin/look-into-1c1ead347bdab218.mp3"
"cedar","look into","look into","","","","","","24960","1.56","","public/audio/tts/library/cedar/look-into-1c1ead347bdab218.mp3"
"marin","look like","look like","","","","","","22656","1.416","","public/audio/tts/library/marin/look-like-bdc9c71ad3836135.mp3"
"cedar","look like","look like","","","","","","19968","1.248","","public/audio/tts/library/cedar/look-like-bdc9c71ad3836135.mp3"
"marin","look on","look on","","","","","","22656","1.416","","public/audio/tts/library/marin/look-on-81838734aa8d4bff.mp3"
"cedar","look on","look on","","","","","","21888","1.368","","public/audio/tts/library/cedar/look-on-81838734aa8d4bff.mp3"
"marin","look on / upon","look on, or upon","","","","","","41856","2.616","","public/audio/tts/library/marin/look-on-upon-66e2fc97d8f3734a.mp3"
"cedar","look on / upon","look on, or upon","","","","","","39168","2.448","","public/audio/tts/library/cedar/look-on-upon-66e2fc97d8f3734a.mp3"
"marin","look out","look out","","","","","","16896","1.056","","public/audio/tts/library/marin/look-out-ae4054bc5627f517.mp3"
"cedar","look out","look out","","","","","","24192","1.512","","public/audio/tts/library/cedar/look-out-ae4054bc5627f517.mp3"
"marin","look over","look over","","","","","","24960","1.56","","public/audio/tts/library/marin/look-over-da5637aa07536dae.mp3"
"cedar","look over","look over","","","","","","42624","2.664","","public/audio/tts/library/cedar/look-over-da5637aa07536dae.mp3"
"marin","look through","look through","","","","","","41088","2.568","","public/audio/tts/library/marin/look-through-8bb588400ddb2d5c.mp3"
"cedar","look through","look through","","","","","","41856","2.616","","public/audio/tts/library/cedar/look-through-8bb588400ddb2d5c.mp3"
"marin","look to","look to","","","","","","15360","0.96","","public/audio/tts/library/marin/look-to-b0b334edc4749f8d.mp3"
"cedar","look to","look to","","","","","","19968","1.248","","public/audio/tts/library/cedar/look-to-b0b334edc4749f8d.mp3"
"marin","look up","look up","","","","","","34560","2.16","","public/audio/tts/library/marin/look-up-2c61c9ee9b66390f.mp3"
"cedar","look up","look up","","","","","","29568","1.848","","public/audio/tts/library/cedar/look-up-2c61c9ee9b66390f.mp3"
"marin","look up to","look up to","","","","","","24192","1.512","","public/audio/tts/library/marin/look-up-to-3b36aba1f9c2aa54.mp3"
"cedar","look up to","look up to","","","","","","26496","1.656","","public/audio/tts/library/cedar/look-up-to-3b36aba1f9c2aa54.mp3"
"marin","look up to ...","look up to","","","","","","24960","1.56","","public/audio/tts/library/marin/look-up-to-b26535d4fca9ee55.mp3"
"cedar","look up to ...","look up to","","","","","","33792","2.112","","public/audio/tts/library/cedar/look-up-to-b26535d4fca9ee55.mp3"
"marin","lose","lose","","","","","","17664","1.104","57","public/audio/tts/library/marin/lose-fff59642a998c9f9.mp3"
"cedar","lose","lose","","","","","","31488","1.968","57","public/audio/tts/library/cedar/lose-fff59642a998c9f9.mp3"
"marin","lose heart","lose heart","","","","","","28032","1.752","","public/audio/tts/library/marin/lose-heart-9f2b8e69c3fe9c42.mp3"
"cedar","lose heart","lose heart","","","","","","30720","1.92","","public/audio/tts/library/cedar/lose-heart-9f2b8e69c3fe9c42.mp3"
"marin","lose hold of...","lose hold of","","","","","","33024","2.064","","public/audio/tts/library/marin/lose-hold-of-7e0cba13df2ffc46.mp3"
"cedar","lose hold of...","lose hold of","","","","","","27264","1.704","","public/audio/tts/library/cedar/lose-hold-of-7e0cba13df2ffc46.mp3"
"marin","lose no time in + Ving","lose no time in Ving","","","","","","50688","3.168","","public/audio/tts/library/marin/lose-no-time-in-ving-b4b000a06e06d96d.mp3"
"cedar","lose no time in + Ving","lose no time in Ving","","","","","","49920","3.12","","public/audio/tts/library/cedar/lose-no-time-in-ving-b4b000a06e06d96d.mp3"
"marin","lose one's head","lose one's head","","","","","","37632","2.352","","public/audio/tts/library/marin/lose-ones-head-c77a40be6c3f44ec.mp3"
"cedar","lose one's head","lose one's head","","","","","","30720","1.92","","public/audio/tts/library/cedar/lose-ones-head-c77a40be6c3f44ec.mp3"
"marin","lose one's heart to ...","lose one's heart to","","","","","","37632","2.352","","public/audio/tts/library/marin/lose-ones-heart-to-3ceba5698e1f54cf.mp3"
"cedar","lose one's heart to ...","lose one's heart to","","","","","","40320","2.52","","public/audio/tts/library/cedar/lose-ones-heart-to-3ceba5698e1f54cf.mp3"
"marin","lose one's job","lose one's job","","","","","","28032","1.752","","public/audio/tts/library/marin/lose-ones-job-4355b2d0a65dd9e6.mp3"
"cedar","lose one's job","lose one's job","","","","","","25728","1.608","","public/audio/tts/library/cedar/lose-ones-job-4355b2d0a65dd9e6.mp3"
"marin","lose one's temper","lose one's temper","","","","","","38400","2.4","","public/audio/tts/library/marin/lose-ones-temper-7de218cd825e920a.mp3"
"cedar","lose one's temper","lose one's temper","","","","","","47232","2.952","","public/audio/tts/library/cedar/lose-ones-temper-7de218cd825e920a.mp3"
